,2005,act,arianna,arrogance,blggers,blog,bloggerati,bloggers,blogging,computers,connections,create,decided,derided,did,divided,elites,established,feeling,flagship,fortune,gadflies,hated,history,home,huffington,late,liberal,mainstream,media,mght,millionaire,mobilise,mutual,night,operated,original,periods,political,post,pre,pricking,pyjamas,roundly,saw,scrtch,socialite,solidarity,spirit,spluttered,themslves,think,underdog,usefully
0,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.24253562503633297,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.36380343755449945,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.24253562503633297,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648,0.12126781251816648
